web_browser,operating_sys,from_url,to_url,city,longitude,latitude,time_zone,time_in,time_out
Mozilla/4.0,Windows NT 6.1,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1331923636,1280529257
Mozilla/4.0,Windows NT 6.1,direct,www.navy.mil,Honolulu,21.3139,-157.824493,Pacific/Honolulu,1331923637,1331921801
Mozilla/5.0,Macintosh,t.co,www.kingcounty.gov,Seattle,47.576,-122.399498,America/Los_Angeles,1331923637,1330731297
Mozilla/5.0,Macintosh,stocktwits.com,www.sec.gov,Chattanooga,35.0481,-85.283302,America/Chicago,1331923638,1329251803
Mozilla/5.0,Windows NT 5.1,www.nysenate.gov,www.nysenate.gov,New York,40.761902,-73.976303,America/New_York,1331923640,1331838363
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Savannah,31.997101,-80.9645,America/New_York,1331923641,1319563556
Mozilla/5.0,Windows NT 6.1,www.worldcommunitygrid.org,www.navy.mil,Lees Summit,38.915901,-94.364403,America/Chicago,1331923641,1304753019
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331923641,1319563556
Mozilla/5.0,Macintosh,t.co,www.usda.gov,Pinole,37.992699,-122.2761,America/Los_Angeles,1331923642,1331839576
Mozilla/5.0,Windows NT 6.1,direct,www.gpo.gov,Lorton,38.691101,-77.206001,America/New_York,1331923643,1331910613
Mozilla/5.0,iPhone,direct,www.kingcounty.gov,Seattle,47.634399,-122.342201,America/Los_Angeles,1331923644,1330731297
Mozilla/4.0,Windows NT 6.1,www.politico.com,cbo.gov,Hartford,41.769001,-72.683502,America/New_York,1331923646,1331823147
Mozilla/5.0,iPhone,twitter.com,www.nasa.gov,Ieper,50.849998,2.8833,Europe/Brussels,1331923645,1331908247
Mozilla/5.0,Windows NT 6.1,roosterteeth.com,www.irs.gov,Colorado Springs,38.8326,-104.740501,America/Denver,1331923647,1331742257
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Bratislava,48.150002,17.116699,Europe/Bratislava,1331923645,1331922854
Mozilla/4.0,Windows NT 6.1,direct,www.nasa.gov,Redmond,47.680099,-122.120598,America/Los_Angeles,1331923646,1331922854
Mozilla/4.0,Windows NT 6.1,direct,ntl.bts.gov,Washington,38.909698,-77.023102,America/New_York,1331923648,1331903484
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Richmond,37.5242,-77.493202,America/New_York,1331923649,1319563556
Mozilla/5.0,BlackBerry,t.co,mpdc.dc.gov,Lebanon,40.641998,-74.82,America/New_York,1331923650,1316261764
Mozilla/5.0,Windows,direct,www.usa.gov,Madrid,40.400002,-3.6833,Europe/Madrid,1331923649,1328111845
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Bergenfield,40.923302,-73.998398,America/New_York,1331923654,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Stamford,41.097801,-73.518799,America/New_York,1331923654,1319563556
Mozilla/5.0,Macintosh,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,42.286499,-71.714699,America/New_York,1331923656,1273672506
Mozilla/5.0,Macintosh,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,42.286499,-71.714699,America/New_York,1331923656,1273672411
Mozilla/5.0,iPhone,twitter.com,www.kingcounty.gov,Philadelphia,39.951401,-75.158203,America/New_York,1331923656,1330731297
Mozilla/5.0,Windows NT 6.1,t.co,apod.nasa.gov,Natal,-5.7833,-35.216702,America/Recife,1331923657,1331923068
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331923656,1319563556
Mozilla/5.0,Windows NT 5.1,t.co,www.michigan.gov,Waterford,42.6884,-83.386497,America/New_York,1331923658,1331901086
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331923659,1319563556
Mozilla/4.0,Windows NT 6.1,www.aashtojournal.org,hdl.loc.gov,Ames,42.065701,-93.692802,America/Chicago,1331923659,1331312729
Mozilla/5.0,Windows NT 6.0,twitter.com,travel.state.gov,Cairo,30.049999,31.25,Africa/Cairo,1331923659,1249590623
Mozilla/5.0,Windows NT 6.1,direct,www.gpo.gov,Lorton,38.691101,-77.206001,America/New_York,1331923659,1331910613
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Gaziantep,37.059399,37.3825,Asia/Istanbul,1331923661,1331922854
Mozilla/4.0,Windows NT 6.1,www.rurdev.usda.gov,www.grants.gov,Washington,38.909698,-77.023102,America/New_York,1331923660,1331218539
Mozilla/4.0,Windows NT 6.1,t.co,www.nasa.gov,Boca Raton,26.373899,-80.146797,America/New_York,1331923660,1331908247
Mozilla/5.0,Windows NT 6.1,t.co,www.whitehouse.gov,Bristol,51.450001,-2.5833,Europe/London,1331923660,1331739446
Mozilla/5.0,Windows NT 5.1,direct,www.ncbi.nlm.nih.gov,Vancouver,49.25,-123.133301,America/Vancouver,1331923662,1331748706
Mozilla/4.0,Windows NT 6.1,direct,www.ncbi.nlm.nih.gov,Los Angeles,34.048599,-118.442398,America/Los_Angeles,1331923664,1331579424
Mozilla/5.0,Windows NT 6.1,becomeagamedesigner.info,www.bls.gov,Los Angeles,34.041599,-118.298798,America/Los_Angeles,1331923665,1265231618
